payment_fact_key,customer_key,film_key,store_key,staff_key,date_key,payment_amount,payment_count
50543,2,363,1,6,20140924,83.2,1
50544,192,45,2,78,20140929,41.0,1
50545,4,91,1,18,20140928,11.1,1
50546,503,915,1,119,20140928,61.5,1
50547,465,807,2,74,20140927,85.0,1
50548,222,689,1,64,20140926,93.1,1
50549,279,869,1,125,20140928,62.5,1
50550,542,554,2,8,20140927,55.4,1
50551,118,416,1,75,20140930,93.7,1
50552,445,484,2,7,20140929,13.7,1
50553,496,919,1,69,20140927,27.1,1
50554,512,944,2,20,20140929,99.3,1
50555,565,782,1,62,20140930,95.2,1
50556,67,824,2,10,20141001,93.6,1
50557,268,919,1,65,20141002,73.8,1
50558,579,406,2,13,20140929,99.3,1
50559,211,474,2,5,20140929,30.9,1
50560,129,255,2,75,20140930,57.6,1
50561,377,985,1,77,20140929,47.2,1
50562,600,15,2,71,20140930,18.0,1
50563,486,374,2,1,20140929,75.8,1
50564,426,655,1,12,20140930,95.4,1
50565,151,927,1,5,20140929,44.2,1
50566,332,273,1,20,20140930,16.3,1
50567,556,901,1,119,20141001,81.3,1
50568,491,647,1,118,20141002,54.4,1
50569,351,827,2,1,20140928,86.4,1
50570,383,646,2,70,20140930,94.6,1
50571,456,239,2,2,20140929,6.3,1
50572,386,636,1,62,20140930,68.2,1
50573,339,397,2,15,20140928,99.6,1
50574,317,115,1,73,20140929,30.9,1
50575,581,184,2,78,20141002,7.1,1
50576,480,807,1,12,20141001,29.0,1
50577,194,913,2,20,20141002,33.0,1
50578,227,199,2,71,20141001,58.0,1
50579,567,687,1,21,20141003,40.1,1
50580,209,988,2,65,20141001,99.6,1
50581,170,119,2,70,20140929,20.0,1
50582,148,437,1,11,20140930,87.1,1
50583,217,12,1,74,20140929,43.4,1
50584,398,311,2,5,20141001,20.6,1
50585,228,479,2,76,20141002,41.2,1
50586,414,530,1,63,20140930,18.9,1
50587,9,665,1,6,20140929,2.2,1
50588,68,129,2,79,20141001,14.9,1
50589,258,814,2,6,20141003,88.1,1
50590,183,880,2,73,20141002,88.5,1
50591,535,275,1,74,20141003,58.5,1
50592,430,355,2,12,20141001,13.4,1
50593,399,731,2,72,20140930,57.9,1
50594,540,190,2,67,20141003,47.6,1
50595,402,147,2,2,20140930,82.5,1
50596,344,958,1,2,20141001,75.6,1
50597,584,979,1,75,20141001,14.1,1
50598,18,646,1,121,20141002,11.6,1
50599,466,274,2,68,20141002,40.4,1
50600,548,79,2,62,20141003,25.8,1
50601,52,941,1,64,20141004,81.6,1
50602,469,625,2,119,20141004,72.6,1
50603,199,451,1,3,20141003,9.3,1
50604,364,292,2,11,20141001,17.2,1
50605,231,895,1,3,20141003,15.3,1
50606,103,415,1,20,20141005,23.6,1
50607,595,718,2,67,20141004,44.4,1
50608,128,186,2,72,20141004,31.2,1
50609,445,586,2,4,20141007,7.1,1
50610,372,69,2,69,20141007,5.9,1
50611,267,995,1,121,20141008,56.5,1
50612,198,421,2,122,20141006,77.2,1
50613,280,628,1,19,20141006,53.3,1
50614,204,120,1,7,20141007,60.7,1
50615,480,693,2,2,20141006,70.8,1
50616,428,26,1,10,20141007,57.4,1
50617,545,149,2,122,20141008,90.5,1
50618,252,346,1,115,20141007,23.6,1
50619,131,790,2,2,20141008,24.4,1
50620,184,891,1,20,20141007,59.1,1
50621,14,1,1,1,20141007,26.5,1
50622,302,962,1,70,20141007,3.5,1
50623,513,467,1,114,20141010,48.3,1
50624,480,778,2,62,20141009,14.8,1
50625,328,606,2,19,20141008,98.8,1
50626,504,735,1,17,20141007,86.3,1
50627,89,901,1,65,20141010,96.8,1
50628,233,653,1,122,20141006,74.1,1
50629,411,877,2,19,20141007,72.0,1
50630,445,256,2,11,20141009,26.2,1
50631,331,406,2,76,20141006,20.1,1
50632,504,689,1,74,20141009,42.0,1
50633,101,320,2,3,20141007,89.5,1
50634,257,621,2,65,20141010,41.0,1
50635,443,474,2,2,20141008,6.4,1
50636,73,44,2,65,20141011,18.4,1
50637,374,800,1,64,20141012,1.3,1
50638,156,445,1,75,20141011,3.5,1
50639,598,747,2,125,20141013,19.1,1
50640,452,276,1,14,20141011,57.2,1
50641,584,446,2,122,20141010,62.7,1
50642,440,26,2,119,20141013,24.9,1
50643,23,191,1,16,20141010,34.3,1
50644,302,972,2,3,20141011,5.2,1
50645,202,99,1,113,20141011,3.7,1
50646,67,871,1,70,20141011,78.7,1
50647,529,388,2,16,20141012,54.5,1
50648,79,818,2,63,20141014,89.0,1
50649,409,962,1,71,20141011,66.4,1
50650,264,309,2,4,20141013,72.7,1
50651,37,617,1,7,20141015,29.6,1
50652,518,30,1,69,20141013,54.3,1
50653,403,574,2,66,20141012,60.5,1
50654,523,723,2,21,20141014,65.8,1
50655,118,753,1,121,20141015,76.1,1
50656,466,433,2,62,20141015,38.4,1
50657,49,31,1,19,20141013,4.4,1
50658,203,668,1,12,20141015,1.7,1
50659,510,12,2,10,20141014,37.2,1
50660,35,882,1,120,20141017,18.5,1
50661,424,500,2,79,20141016,24.7,1
50662,130,69,1,119,20141016,97.6,1
50663,553,226,2,119,20141017,18.5,1
50664,163,966,2,126,20141013,82.5,1
50665,297,902,2,74,20141013,52.5,1
50666,421,389,2,62,20141014,98.4,1
50667,100,188,1,1,20141013,74.1,1
50668,332,555,1,115,20141017,27.8,1
50669,248,274,2,77,20141018,4.1,1
50670,447,150,1,121,20141016,37.7,1
50671,420,43,1,5,20141017,22.9,1
50672,538,741,1,74,20141016,93.9,1
50673,308,522,2,116,20141019,44.1,1
50674,167,768,1,78,20141017,4.7,1
50675,214,334,1,123,20141015,67.0,1
50676,513,269,2,126,20141019,15.1,1
50677,504,1,1,2,20141017,70.0,1
50678,292,506,1,69,20141019,99.9,1
50679,172,745,1,66,20141018,45.1,1
50680,431,254,1,79,20141018,87.0,1
50681,403,531,1,66,20141018,66.1,1
50682,454,651,2,2,20141020,75.2,1
50683,395,242,2,124,20141021,82.2,1
50684,178,953,1,76,20141022,36.2,1
50685,126,590,2,15,20141021,32.3,1
50686,136,559,2,65,20141019,64.6,1
50687,24,722,1,125,20141018,44.9,1
50688,252,683,2,76,20141022,96.6,1
50689,569,683,2,76,20141019,24.6,1
50690,411,985,1,12,20141019,7.2,1
50691,443,985,1,65,20141020,92.0,1
50692,384,833,2,119,20141022,37.2,1
50693,249,350,1,79,20141023,56.3,1
50694,400,975,2,9,20141023,65.4,1
50695,506,278,1,71,20141023,65.4,1
50696,286,57,2,65,20141023,86.4,1
50697,140,942,2,78,20141020,9.8,1
50698,10,600,2,3,20141022,52.3,1
50699,566,457,2,66,20141020,30.4,1
50700,17,731,2,71,20141023,92.9,1
50701,470,772,1,119,20141021,31.0,1
50702,38,150,1,71,20141025,10.3,1
50703,495,35,1,72,20141023,71.6,1
50704,571,778,1,3,20141025,62.4,1
50705,371,760,1,3,20141027,89.1,1
50706,456,216,2,78,20141026,92.0,1
50707,285,444,1,14,20141023,63.7,1
50708,277,152,1,121,20141028,39.9,1
50709,574,65,2,73,20141028,22.0,1
50710,522,424,1,21,20141026,9.4,1
50711,510,135,2,11,20141028,51.2,1
50712,24,901,1,21,20141026,38.6,1
50713,423,736,1,12,20141029,25.2,1
50714,248,727,1,16,20141028,80.6,1
50715,563,44,2,5,20141026,70.5,1
50716,529,844,1,1,20141028,30.5,1
50717,352,237,1,16,20141029,61.1,1
50718,18,8,2,124,20141026,56.5,1
50719,203,687,1,115,20141027,46.6,1
50720,548,982,1,125,20141030,87.4,1
50721,154,204,1,79,20141029,8.7,1
50722,328,864,1,118,20141029,58.6,1
50723,513,628,2,13,20141029,98.6,1
50724,347,976,2,75,20141031,53.8,1
50725,322,25,2,74,20141029,73.2,1
50726,387,566,1,5,20141030,39.2,1
50727,306,648,2,2,20141030,38.7,1
50728,343,469,2,79,20141031,40.4,1
50729,48,484,1,78,20141030,66.2,1
50730,123,393,1,75,20141031,42.7,1
50731,147,98,1,71,20141027,13.5,1
50732,139,188,1,121,20141027,96.3,1
50733,138,805,2,12,20141028,34.5,1
50734,350,271,2,8,20141029,49.3,1
50735,280,934,2,21,20141029,29.5,1
50736,415,18,1,3,20141030,65.2,1
50737,232,843,2,125,20141031,78.0,1
50738,474,328,2,114,20141029,44.5,1
50739,285,579,1,119,20141027,80.9,1
50740,562,62,2,67,20141031,61.3,1
50741,123,729,2,3,20141029,1.5,1
50742,538,3,2,6,20141029,19.4,1
50743,341,403,1,65,20141031,49.2,1
50744,33,387,1,14,20141101,9.1,1
50745,326,1,1,69,20141028,69.8,1
50746,187,7,2,123,20141030,48.9,1
50747,338,462,2,6,20141029,28.9,1
50748,304,739,1,10,20141028,86.6,1
50749,454,863,2,20,20141030,6.7,1
50750,382,51,2,7,20141030,98.4,1
50751,195,341,1,3,20141102,53.5,1
50752,17,391,1,79,20141030,67.3,1
50753,54,818,1,63,20141029,63.3,1
50754,397,804,2,121,20141101,13.1,1
50755,449,276,1,125,20141029,20.3,1
50756,27,194,2,62,20141030,93.1,1
50757,71,60,1,14,20141102,2.7,1
50758,103,960,2,76,20141103,93.0,1
50759,549,773,2,76,20141031,69.2,1
50760,138,166,1,2,20141030,1.6,1
50761,501,850,2,12,20141031,12.2,1
50762,555,28,1,123,20141102,66.5,1
50763,292,774,1,11,20141102,66.1,1
50764,167,870,2,1,20141103,29.0,1
50765,329,967,1,77,20141101,37.4,1
50766,216,623,1,20,20141031,65.9,1
50767,110,876,1,5,20141031,69.4,1
50768,335,170,2,67,20141101,87.4,1
50769,210,315,2,9,20141103,74.1,1
50770,128,157,2,123,20141104,60.6,1
50771,487,63,1,2,20141102,26.3,1
50772,286,829,2,64,20141105,89.7,1
50773,153,103,2,67,20141104,64.0,1
50774,236,222,2,20,20141101,33.7,1
50775,395,487,2,7,20141101,18.5,1
50776,169,554,1,113,20141101,42.3,1
50777,498,207,1,122,20141101,31.5,1
50778,343,314,2,7,20141104,18.4,1
50779,89,491,1,77,20141103,29.3,1
50780,148,414,1,73,20141106,39.0,1
50781,192,662,1,18,20141105,27.0,1
50782,559,739,2,113,20141105,42.6,1
50783,73,476,1,118,20141103,57.7,1
50784,150,30,1,16,20141102,43.6,1
50785,296,993,1,115,20141104,36.1,1
50786,220,44,2,113,20141106,15.3,1
50787,258,727,1,118,20141105,20.0,1
50788,108,73,1,70,20141103,20.9,1
50789,257,720,2,63,20141104,14.7,1
50790,577,35,1,71,20141106,5.5,1
50791,568,546,2,3,20141106,5.0,1
50792,397,945,1,68,20141105,93.0,1
50793,129,55,2,13,20141104,70.1,1
50794,596,444,2,80,20141106,61.7,1
50795,375,759,2,68,20141107,1.3,1
50796,360,345,2,68,20141104,20.8,1
50797,277,160,2,113,20141104,87.1,1
50798,356,277,1,7,20141104,70.3,1
50799,39,910,2,8,20141105,39.0,1
50800,346,743,2,1,20141106,44.8,1
50801,381,74,2,16,20141107,92.0,1
50802,557,986,1,71,20141106,76.1,1
50803,533,878,2,64,20141106,60.3,1
50804,135,334,1,77,20141109,7.6,1
50805,523,423,2,74,20141107,44.9,1
50806,374,252,1,72,20141106,29.3,1
50807,517,946,2,18,20141111,11.8,1
50808,9,727,1,11,20141109,74.1,1
50809,453,797,1,79,20141107,90.5,1
50810,106,643,2,74,20141109,77.7,1
50811,191,403,2,73,20141109,16.2,1
50812,304,578,2,10,20141109,16.7,1
50813,118,124,2,1,20141110,38.9,1
50814,70,715,1,122,20141109,46.1,1
50815,512,223,2,122,20141109,13.6,1
50816,261,852,1,121,20141109,53.2,1
50817,432,786,1,79,20141111,35.8,1
50818,118,145,2,76,20141110,15.4,1
50819,457,99,2,9,20141109,40.8,1
50820,113,69,1,75,20141111,69.1,1
50821,100,738,1,125,20141113,71.3,1
50822,53,932,1,76,20141111,89.8,1
50823,453,658,2,64,20141114,32.2,1
50824,430,499,1,76,20141114,97.9,1
50825,96,456,1,65,20141112,33.1,1
50826,489,26,1,16,20141114,78.0,1
50827,386,265,1,78,20141114,86.2,1
50828,384,705,1,20,20141111,41.0,1
50829,472,510,1,5,20141112,33.1,1
50830,561,521,1,14,20141114,28.8,1
50831,424,274,2,15,20141116,54.1,1
50832,386,726,2,21,20141116,98.6,1
50833,423,949,1,3,20141115,30.2,1
50834,297,23,1,15,20141115,50.5,1
50835,573,91,2,10,20141114,76.0,1
50836,148,639,2,21,20141114,5.0,1
50837,301,680,1,119,20141115,44.5,1
50838,416,238,1,16,20141118,13.5,1
50839,175,575,2,3,20141117,42.8,1
50840,175,606,1,72,20141118,98.0,1
50841,162,727,2,21,20141115,94.5,1
50842,220,870,2,121,20141119,51.1,1
50843,429,319,2,73,20141118,69.4,1
50844,185,844,2,21,20141119,25.7,1
50845,352,130,2,6,20141116,78.2,1
50846,288,209,1,122,20141119,20.9,1
50847,285,357,2,62,20141119,6.9,1
50848,375,689,2,16,20141118,86.5,1
50849,355,530,1,3,20141119,48.6,1
50850,30,59,2,13,20141120,27.1,1
50851,496,39,1,74,20141119,70.6,1
50852,195,767,1,79,20141119,59.1,1
50853,586,153,1,74,20141118,78.9,1
50854,258,987,1,12,20141119,49.2,1
50855,172,870,2,80,20141117,18.0,1
50856,474,948,2,121,20141117,7.9,1
50857,245,160,1,73,20141119,21.9,1
50858,230,517,2,5,20141118,26.5,1
50859,551,139,1,76,20141121,63.9,1
50860,87,530,1,124,20141123,76.8,1
50861,19,764,1,72,20141121,93.0,1
50862,477,434,2,17,20141119,63.9,1
50863,93,218,2,17,20141119,83.2,1
50864,11,561,1,7,20141122,63.4,1
50865,96,112,1,123,20141122,11.1,1
50866,121,804,1,77,20141122,65.3,1
50867,148,367,1,73,20141121,3.7,1
50868,249,709,2,71,20141120,99.4,1
50869,484,1,1,66,20141121,11.6,1
50870,282,409,1,81,20141125,51.1,1
50871,253,647,1,79,20141125,44.6,1
50872,302,244,2,119,20141126,58.3,1
50873,263,88,2,63,20141123,20.1,1
50874,160,483,1,14,20141124,1.6,1
50875,444,181,1,7,20141125,10.5,1
50876,216,575,2,67,20141127,9.7,1
50877,11,697,2,72,20141126,95.8,1
50878,349,641,2,69,20141125,33.1,1
50879,501,436,1,16,20141126,35.3,1
50880,390,35,2,21,20141126,10.0,1
50881,173,49,2,124,20141123,64.9,1
50882,572,355,2,64,20141124,78.1,1
50883,374,250,2,6,20141128,83.6,1
50884,356,731,2,69,20141125,83.1,1
50885,444,16,2,2,20141125,90.9,1
50886,587,200,1,117,20141125,55.3,1
50887,185,63,1,114,20141125,69.1,1
50888,373,151,1,10,20141126,14.4,1
50889,416,102,2,20,20141125,17.9,1
50890,262,724,2,2,20141126,6.9,1
50891,383,100,1,1,20141126,21.3,1
50892,430,425,2,69,20141128,23.7,1
50893,599,693,2,17,20141125,85.5,1
50894,359,931,2,78,20141127,13.9,1
50895,21,738,1,3,20141128,89.8,1
50896,239,612,2,13,20141126,90.4,1
50897,303,35,2,123,20141128,96.0,1
50898,246,253,1,81,20141127,32.7,1
50899,43,506,1,16,20141201,52.4,1
50900,425,755,2,16,20141130,34.3,1
50901,172,360,1,122,20141201,53.9,1
50902,210,603,2,12,20141201,73.0,1
50903,30,42,2,63,20141201,83.7,1
50904,533,494,2,18,20141129,36.7,1
50905,1,266,2,11,20141130,11.4,1
50906,448,303,2,8,20141201,85.7,1
50907,241,906,1,65,20141130,26.8,1
50908,9,580,1,3,20141128,10.6,1
50909,315,964,1,71,20141130,52.2,1
50910,589,281,2,119,20141128,82.9,1
50911,390,967,2,78,20141128,67.0,1
50912,564,329,1,13,20141128,26.6,1
50913,293,422,2,77,20141201,79.5,1
50914,294,363,2,2,20141201,49.8,1
50915,332,301,2,80,20141130,9.6,1
50916,554,240,2,63,20141129,18.8,1
50917,495,210,2,119,20141130,71.5,1
50918,305,408,1,66,20141201,71.9,1
50919,223,7,1,7,20141203,43.3,1
50920,211,365,1,64,20141202,47.3,1
50921,171,297,2,126,20141130,74.2,1
50922,566,932,2,6,20141201,87.8,1
50923,322,823,1,67,20141203,7.4,1
50924,485,69,2,119,20141130,22.9,1
50925,126,243,2,19,20141201,39.9,1
50926,204,21,1,116,20141204,92.6,1
50927,171,83,1,9,20141202,27.8,1
50928,134,479,2,17,20141130,93.1,1
50929,377,913,1,65,20141130,35.8,1
50930,330,685,2,1,20141130,73.3,1
50931,453,39,1,21,20141201,32.1,1
50932,187,300,2,122,20141130,27.5,1
50933,319,534,1,68,20141202,23.9,1
50934,331,916,2,74,20141201,82.1,1
50935,532,300,2,69,20141202,21.4,1
50936,150,831,1,72,20141202,98.2,1
50937,511,734,1,21,20141202,22.0,1
50938,28,710,1,75,20141205,98.3,1
50939,159,434,2,74,20141201,25.0,1
50940,252,920,2,7,20141201,12.0,1
50941,282,203,2,69,20141204,52.5,1
50942,352,823,2,124,20141205,99.8,1
50943,247,239,1,122,20141205,26.4,1
50944,156,597,2,2,20141201,9.2,1
50945,271,892,2,79,20141201,31.4,1
50946,190,236,2,69,20141203,88.1,1
50947,15,772,1,76,20141202,53.5,1
50948,542,133,1,69,20141205,76.1,1
50949,236,821,2,66,20141201,80.4,1
50950,507,118,2,72,20141204,54.4,1
50951,227,123,2,15,20141205,38.6,1
50952,170,769,2,113,20141205,35.7,1
50953,89,946,2,9,20141203,78.6,1
50954,195,574,2,69,20141205,52.4,1
50955,36,831,1,120,20141204,92.3,1
50956,29,367,1,76,20141205,63.0,1
50957,315,61,1,78,20141204,28.6,1
50958,456,245,2,19,20141206,89.3,1
50959,157,891,2,12,20141204,43.4,1
50960,535,23,2,62,20141203,22.1,1
50961,572,298,2,19,20141202,16.0,1
50962,82,292,1,65,20141202,67.9,1
50963,279,479,1,14,20141204,88.1,1
50964,41,599,1,66,20141207,40.5,1
50965,255,941,1,15,20141207,54.0,1
50966,44,140,1,1,20141204,79.9,1
50967,490,228,2,14,20141205,27.6,1
50968,475,433,1,16,20141205,18.4,1
50969,597,615,2,74,20141205,96.5,1
50970,226,319,2,67,20141204,95.5,1
50971,411,48,1,65,20141207,77.0,1
50972,53,191,2,19,20141204,7.2,1
50973,351,972,2,62,20141206,54.2,1
50974,368,164,1,76,20141206,10.8,1
50975,520,320,2,123,20141207,36.3,1
50976,82,864,2,11,20141207,11.5,1
50977,265,610,2,63,20141207,42.8,1
50978,419,824,2,5,20141206,22.8,1
50979,208,58,2,19,20141209,19.5,1
50980,35,543,1,5,20141206,14.2,1
50981,576,945,2,122,20141206,77.5,1
50982,292,169,1,120,20141209,29.9,1
50983,379,590,2,16,20141206,83.4,1
50984,215,717,2,65,20141209,35.3,1
50985,72,374,2,122,20141207,3.7,1
50986,423,651,1,3,20141207,90.3,1
50987,4,35,2,74,20141209,9.3,1
50988,234,708,1,72,20141208,94.1,1
50989,131,820,1,120,20141208,61.1,1
50990,443,347,1,20,20141211,46.0,1
50991,492,488,2,117,20141208,42.1,1
50992,364,107,2,9,20141209,36.2,1
50993,434,417,1,78,20141209,64.2,1
50994,545,704,2,74,20141211,97.4,1
50995,248,228,2,7,20141207,51.9,1
50996,314,852,1,76,20141210,20.3,1
50997,509,751,2,62,20141211,56.7,1
50998,517,444,1,71,20141211,68.7,1
50999,486,698,2,1,20141210,75.3,1
51000,129,271,2,19,20141211,38.4,1
51001,112,967,2,125,20141210,33.3,1
51002,152,37,1,124,20141207,35.4,1
51003,459,343,1,117,20141211,63.0,1
51004,143,119,1,69,20141209,54.0,1
51005,372,892,2,63,20141208,22.1,1
51006,283,494,1,20,20141210,49.4,1
51007,48,834,2,76,20141209,9.7,1
51008,392,977,2,62,20141212,58.2,1
51009,3,344,2,114,20141210,48.3,1
51010,169,420,1,74,20141208,54.4,1
51011,14,586,1,114,20141208,81.0,1
51012,59,595,1,63,20141211,71.4,1
51013,135,309,2,16,20141209,67.0,1
51014,528,580,1,12,20141209,31.5,1
51015,526,142,2,65,20141211,10.8,1
51016,80,925,2,76,20141212,35.2,1
51017,338,104,2,119,20141208,27.8,1
51018,447,75,2,3,20141210,75.7,1
51019,504,890,1,121,20141210,28.1,1
51020,86,460,2,8,20141208,54.0,1
51021,529,235,2,114,20141211,53.7,1
51022,398,624,1,3,20141208,5.6,1
51023,15,420,1,76,20141209,63.7,1
51024,435,10,2,119,20141209,14.3,1
51025,148,778,1,78,20141211,33.2,1
51026,208,917,1,114,20141212,96.2,1
51027,180,457,2,2,20141212,92.4,1
51028,1,78,2,118,20141210,21.5,1
51029,523,480,2,2,20141212,32.4,1
51030,28,657,1,75,20141209,74.4,1
51031,444,273,2,67,20141211,70.4,1
51032,61,680,2,8,20141214,55.4,1
51033,322,638,1,6,20141210,21.6,1
51034,258,458,2,15,20141212,16.2,1
51035,459,768,1,20,20141213,73.4,1
51036,333,826,2,19,20141210,42.7,1
51037,288,103,1,21,20141210,3.5,1
51038,327,228,2,6,20141210,20.7,1
51039,54,599,2,8,20141212,61.7,1
51040,277,522,2,69,20141212,36.4,1
51041,498,586,1,64,20141214,63.7,1
51042,68,619,2,121,20141212,49.0,1
51043,576,804,1,12,20141212,51.3,1
51044,121,886,1,121,20141214,38.5,1
51045,48,353,1,74,20141212,91.2,1
51046,20,417,1,77,20141216,42.8,1
51047,284,791,1,20,20141214,34.7,1
51048,340,524,1,118,20141214,44.6,1
51049,317,12,1,62,20141216,2.3,1
51050,588,908,1,73,20141217,83.2,1
51051,343,226,2,68,20141217,37.2,1
51052,350,491,1,4,20141217,18.4,1
51053,168,361,1,8,20141216,69.9,1
51054,192,132,1,19,20141213,51.0,1
51055,247,199,2,3,20141217,9.4,1
51056,208,254,2,63,20141218,83.1,1
51057,433,805,2,7,20141215,8.2,1
51058,257,21,2,64,20141214,96.2,1
51059,550,778,2,1,20141215,12.2,1
51060,139,350,2,76,20141218,47.6,1
51061,196,397,2,66,20141217,85.5,1
51062,107,798,2,20,20141214,16.9,1
51063,50,598,1,5,20141217,99.6,1
51064,70,989,1,14,20141217,96.4,1
51065,25,658,2,17,20141217,61.8,1
51066,584,983,1,119,20141218,63.4,1
51067,554,42,2,66,20141214,53.0,1
51068,413,949,1,65,20141216,18.2,1
51069,160,55,2,77,20141216,59.0,1
51070,419,694,2,21,20141218,48.3,1
51071,141,981,1,79,20141216,73.7,1
51072,50,156,2,73,20141218,94.1,1
51073,187,836,1,11,20141216,10.1,1
51074,196,652,1,16,20141218,68.2,1
51075,185,297,2,66,20141214,3.9,1
51076,469,97,2,2,20141216,91.5,1
51077,168,564,2,119,20141215,56.4,1
51078,446,856,1,7,20141216,25.9,1
51079,424,443,2,70,20141219,48.6,1
51080,505,467,2,125,20141216,6.7,1
51081,442,482,1,20,20141217,28.4,1
51082,61,984,1,6,20141216,20.3,1
51083,471,808,2,116,20141216,49.8,1
51084,388,506,1,6,20141219,57.1,1
51085,208,783,1,79,20141217,88.9,1
51086,567,644,1,64,20141218,26.9,1
51087,383,361,2,73,20141218,68.2,1
51088,5,787,1,113,20141219,73.7,1
51089,507,345,1,73,20141218,89.6,1
51090,411,856,1,4,20141217,41.8,1
51091,111,506,2,72,20141216,28.9,1
51092,385,861,1,1,20141217,8.9,1
51093,104,252,1,79,20141220,22.3,1
51094,341,426,2,3,20141220,84.6,1
51095,497,206,2,8,20141218,69.3,1
51096,266,50,1,21,20141216,68.4,1
51097,322,562,2,66,20141216,83.8,1
51098,267,901,1,10,20141218,56.7,1
51099,514,451,2,10,20141220,18.0,1
51100,144,599,1,78,20141217,8.4,1
51101,341,111,2,66,20141220,6.0,1
51102,316,283,1,79,20141221,44.3,1
51103,577,666,1,7,20141221,81.1,1
51104,370,180,2,63,20141217,98.4,1
51105,238,844,2,69,20141222,37.2,1
51106,257,403,1,121,20141218,13.5,1
51107,534,525,1,115,20141221,69.2,1
51108,124,388,1,71,20141221,65.4,1
51109,414,989,1,69,20141221,7.9,1
51110,462,809,2,124,20141222,57.9,1
51111,207,273,2,78,20141219,40.5,1
51112,576,870,2,122,20141223,8.8,1
51113,249,293,2,20,20141221,49.3,1
51114,99,327,1,16,20141219,83.2,1
51115,106,165,2,19,20141222,59.7,1
51116,539,888,1,20,20141220,40.2,1
51117,280,97,2,63,20141222,61.1,1
51118,348,218,2,74,20141222,35.2,1
51119,180,491,2,74,20141220,81.6,1
51120,444,764,2,121,20141224,38.4,1
51121,204,758,2,74,20141220,22.1,1
51122,105,720,2,62,20141222,72.8,1
51123,331,736,1,72,20141224,28.2,1
51124,578,275,1,65,20141224,93.8,1
51125,501,341,2,1,20141223,46.9,1
51126,399,591,2,4,20141221,68.1,1
51127,348,384,2,71,20141224,80.0,1
51128,399,501,1,70,20141224,61.7,1
51129,419,434,1,21,20141225,3.9,1
51130,53,175,2,62,20141224,46.1,1
51131,546,828,2,121,20141221,30.3,1
51132,521,640,2,81,20141222,40.9,1
51133,476,978,1,66,20141223,79.1,1
51134,231,269,2,16,20141222,27.8,1
51135,230,228,2,17,20141223,4.8,1
51136,125,327,1,9,20141221,21.7,1
51137,269,290,1,19,20141222,84.6,1
51138,385,307,1,1,20141224,8.0,1
51139,460,344,2,20,20141225,5.1,1
51140,288,197,1,10,20141222,50.2,1
51141,7,603,1,74,20141223,24.4,1
51142,447,662,2,124,20141225,66.0,1
51143,429,717,2,71,20141221,75.0,1
51144,111,591,2,65,20141223,88.4,1
51145,229,785,1,21,20141222,22.5,1
51146,11,235,1,118,20141222,43.5,1
51147,584,814,1,16,20141222,67.9,1
51148,28,498,1,8,20141224,56.0,1
51149,218,609,2,3,20141226,97.8,1
51150,162,538,2,14,20141222,41.4,1
51151,418,824,2,20,20141224,97.5,1
51152,558,315,2,122,20141222,8.4,1
51153,40,972,1,7,20141222,18.9,1
51154,556,176,2,78,20141224,23.7,1
51155,518,748,2,69,20141222,29.6,1
51156,84,273,1,65,20141225,91.4,1
51157,177,814,2,122,20141225,8.6,1
51158,309,142,1,15,20141226,38.6,1
51159,98,797,2,2,20141223,45.6,1
51160,60,244,2,3,20141223,79.4,1
51161,329,349,2,19,20141226,77.9,1
51162,202,424,2,72,20141224,67.7,1
51163,487,664,2,16,20141222,64.1,1
51164,282,163,2,119,20141226,24.5,1
51165,293,130,2,8,20141225,9.9,1
51166,151,936,2,71,20141225,67.0,1
51167,51,350,1,11,20141223,58.4,1
51168,458,849,1,3,20141225,11.8,1
51169,389,338,2,62,20141223,81.4,1
51170,391,415,1,15,20141226,23.6,1
51171,570,758,2,19,20141223,69.1,1
51172,280,662,2,17,20141227,13.0,1
51173,409,503,1,63,20141223,4.4,1
51174,61,382,2,126,20141227,16.0,1
51175,533,686,1,20,20141228,90.0,1
51176,501,814,1,6,20141225,12.0,1
51177,286,150,2,78,20141227,6.5,1
51178,432,606,1,79,20141226,77.4,1
51179,580,170,2,1,20141225,59.4,1
51180,227,627,2,121,20141226,34.9,1
51181,236,657,1,124,20141228,15.4,1
51182,100,283,1,77,20141226,48.2,1
51183,443,66,1,8,20141225,49.0,1
51184,379,737,2,79,20141229,99.9,1
51185,334,484,1,13,20141228,65.8,1
51186,285,79,1,7,20141229,70.3,1
51187,474,648,1,65,20141229,60.9,1
51188,226,902,1,69,20141227,50.3,1
51189,41,694,1,6,20141226,83.5,1
51190,590,951,2,5,20141227,3.1,1
51191,268,981,1,16,20141229,84.5,1
51192,182,290,1,67,20141231,79.5,1
51193,293,179,1,70,20141230,90.1,1
51194,431,246,2,79,20141229,40.8,1
51195,45,835,1,76,20141231,65.3,1
51196,130,813,2,115,20141230,63.2,1
51197,3,1000,2,68,20141230,84.4,1
51198,583,773,2,69,20141229,36.9,1
51199,588,284,2,7,20141227,32.0,1
51200,227,587,1,80,20141230,33.6,1
51201,253,64,2,80,20141227,30.7,1
51202,493,447,1,113,20141228,10.8,1
51203,593,89,2,63,20141231,17.9,1
51204,411,674,1,66,20141228,80.5,1
51205,60,972,2,8,20150101,6.3,1
51206,457,457,2,16,20150101,94.1,1
